consumer_id,pmt_id,feeder_id,sanctioned_load_kw,consumer_type,meter_type,is_registered_prosumer
C-005196,PMT-0123,F-13,19.11,commercial,electronic,False
C-005197,PMT-0282,F-29,3.82,residential,electronic,False
C-005198,PMT-0283,F-29,1.48,residential,electronic,False
C-005199,PMT-0171,F-18,4.76,residential,analog,False
C-005200,PMT-0286,F-29,19.47,commercial,analog,False
C-005201,PMT-0131,F-14,3.09,residential,electronic,False
C-005202,PMT-0124,F-13,1.99,residential,analog,False
C-005203,PMT-0251,F-26,7.38,residential,electronic,False
C-005204,PMT-0201,F-21,7.05,residential,analog,False
C-005205,PMT-0157,F-16,5.33,residential,analog,False
C-005206,PMT-0138,F-14,6.51,residential,electronic,False
C-005207,PMT-0212,F-22,7.78,residential,analog,False
C-005208,PMT-0227,F-23,4.98,residential,analog,False
C-005209,PMT-0148,F-15,2.71,residential,electronic,False
C-005210,PMT-0010,F-01,5.47,residential,electronic,True
C-005211,PMT-0031,F-04,7.4,residential,analog,False
C-005212,PMT-0044,F-05,5.83,residential,analog,False
C-005213,PMT-0139,F-14,1.18,residential,analog,False
C-005214,PMT-0185,F-19,7.42,residential,analog,False
C-005215,PMT-0242,F-25,6.28,residential,electronic,False
C-005216,PMT-0070,F-07,3.81,residential,electronic,False
C-005217,PMT-0236,F-24,7.91,residential,analog,True
C-005218,PMT-0200,F-20,6.05,residential,analog,False
C-005219,PMT-0016,F-02,6.78,residential,analog,False
C-005220,PMT-0106,F-11,7.6,residential,analog,False
C-005221,PMT-0091,F-10,5.79,commercial,analog,False
C-005222,PMT-0266,F-27,6.42,residential,electronic,False
C-005223,PMT-0277,F-28,3.7,residential,electronic,False
C-005224,PMT-0246,F-25,7.08,residential,analog,True
C-005225,PMT-0159,F-16,7.15,residential,electronic,False
C-005226,PMT-0148,F-15,6.8,residential,analog,False
C-005227,PMT-0094,F-10,6.45,residential,analog,False
C-005228,PMT-0232,F-24,6.56,residential,analog,False
C-005229,PMT-0026,F-03,3.08,residential,analog,False
C-005230,PMT-0082,F-09,3.85,residential,analog,False
C-005231,PMT-0041,F-05,1.81,residential,electronic,False
C-005232,PMT-0149,F-15,6.81,residential,analog,False
C-005233,PMT-0090,F-09,5.52,residential,analog,False
C-005234,PMT-0060,F-06,5.29,residential,analog,False
C-005235,PMT-0113,F-12,2.72,residential,electronic,False
C-005236,PMT-0259,F-26,5.31,residential,analog,False
C-005237,PMT-0168,F-17,14.09,commercial,electronic,False
C-005238,PMT-0247,F-25,7.97,residential,electronic,False
C-005239,PMT-0275,F-28,7.04,residential,analog,False
C-005240,PMT-0271,F-28,4.68,residential,analog,True
C-005241,PMT-0106,F-11,6.66,residential,analog,False
C-005242,PMT-0264,F-27,2.15,residential,analog,False
C-005243,PMT-0273,F-28,1.71,residential,analog,False
C-005244,PMT-0288,F-29,5.41,residential,electronic,False
C-005245,PMT-0106,F-11,6.09,residential,electronic,False
C-005246,PMT-0069,F-07,1.37,residential,analog,True
C-005247,PMT-0176,F-18,2.41,residential,analog,False
C-005248,PMT-0280,F-28,4.76,residential,analog,False
C-005249,PMT-0271,F-28,1.44,residential,analog,True
C-005250,PMT-0172,F-18,13.48,commercial,analog,False
C-005251,PMT-0045,F-05,4.37,residential,electronic,True
C-005252,PMT-0127,F-13,93.74,industrial,analog,False
C-005253,PMT-0215,F-22,11.31,commercial,analog,False
C-005254,PMT-0169,F-17,2.18,residential,electronic,False
C-005255,PMT-0104,F-11,1.05,residential,analog,False
C-005256,PMT-0103,F-11,1.85,residential,electronic,True
C-005257,PMT-0018,F-02,20.02,commercial,electronic,False
C-005258,PMT-0087,F-09,4.11,residential,analog,False
C-005259,PMT-0201,F-21,2.39,residential,analog,False
C-005260,PMT-0073,F-08,23.66,commercial,electronic,False
C-005261,PMT-0299,F-30,20.75,commercial,analog,False
C-005262,PMT-0025,F-03,29.15,industrial,analog,False
C-005263,PMT-0177,F-18,2.88,residential,electronic,False
C-005264,PMT-0149,F-15,6.95,residential,analog,False
C-005265,PMT-0250,F-25,5.85,residential,analog,False
C-005266,PMT-0267,F-27,7.62,residential,analog,False
C-005267,PMT-0164,F-17,1.53,residential,analog,False
C-005268,PMT-0190,F-19,6.43,residential,electronic,False
C-005269,PMT-0210,F-21,1.53,residential,electronic,False
C-005270,PMT-0157,F-16,3.36,residential,analog,False
C-005271,PMT-0056,F-06,6.25,residential,analog,True
C-005272,PMT-0129,F-13,19.22,commercial,electronic,False
C-005273,PMT-0073,F-08,1.01,residential,analog,False
C-005274,PMT-0140,F-14,2.41,residential,analog,True
C-005275,PMT-0185,F-19,6.45,residential,analog,True
C-005276,PMT-0063,F-07,1.88,residential,analog,False
C-005277,PMT-0075,F-08,3.28,residential,analog,False
C-005278,PMT-0247,F-25,2.29,residential,analog,False
C-005279,PMT-0114,F-12,1.78,residential,analog,False
C-005280,PMT-0060,F-06,86.93,industrial,analog,False
C-005281,PMT-0214,F-22,1.43,residential,electronic,False
C-005282,PMT-0215,F-22,15.72,commercial,analog,False
C-005283,PMT-0248,F-25,5.85,residential,electronic,False
C-005284,PMT-0228,F-23,24.61,industrial,analog,False
C-005285,PMT-0298,F-30,5.43,residential,analog,False
C-005286,PMT-0173,F-18,3.34,residential,analog,False
C-005287,PMT-0087,F-09,21.67,commercial,analog,False
C-005288,PMT-0259,F-26,20.95,commercial,analog,False
C-005289,PMT-0080,F-08,6.56,residential,analog,False
C-005290,PMT-0088,F-09,3.79,residential,analog,False
C-005291,PMT-0249,F-25,6.76,residential,analog,False
C-005292,PMT-0265,F-27,5.41,residential,analog,False
C-005293,PMT-0102,F-11,12.57,commercial,electronic,True
C-005294,PMT-0219,F-22,1.56,residential,analog,False
C-005295,PMT-0277,F-28,1.47,residential,electronic,False
C-005296,PMT-0240,F-24,2.76,residential,analog,False
C-005297,PMT-0002,F-01,3.1,residential,analog,True
C-005298,PMT-0200,F-20,7.49,residential,analog,True
C-005299,PMT-0051,F-06,8.0,residential,electronic,False
C-005300,PMT-0254,F-26,31.49,industrial,analog,False
C-005301,PMT-0021,F-03,7.6,residential,electronic,False
C-005302,PMT-0298,F-30,5.95,residential,electronic,False
C-005303,PMT-0054,F-06,4.49,residential,analog,False
C-005304,PMT-0127,F-13,7.68,residential,analog,False
C-005305,PMT-0071,F-08,19.27,commercial,analog,False
C-005306,PMT-0245,F-25,5.16,residential,analog,False
C-005307,PMT-0119,F-12,2.47,residential,electronic,False
C-005308,PMT-0224,F-23,2.71,residential,electronic,False
C-005309,PMT-0021,F-03,7.38,residential,analog,False
C-005310,PMT-0136,F-14,2.51,residential,analog,False
C-005311,PMT-0274,F-28,1.23,residential,analog,False
C-005312,PMT-0279,F-28,2.86,residential,electronic,False
C-005313,PMT-0063,F-07,4.36,residential,analog,False
C-005314,PMT-0119,F-12,50.56,industrial,electronic,False
C-005315,PMT-0123,F-13,7.55,residential,analog,False
C-005316,PMT-0170,F-17,13.37,commercial,electronic,False
C-005317,PMT-0162,F-17,7.22,residential,analog,True
C-005318,PMT-0032,F-04,5.16,residential,analog,False
C-005319,PMT-0229,F-23,61.93,industrial,electronic,False
C-005320,PMT-0068,F-07,2.12,residential,electronic,False
C-005321,PMT-0095,F-10,10.42,commercial,analog,False
C-005322,PMT-0253,F-26,7.07,residential,electronic,False
C-005323,PMT-0207,F-21,6.46,residential,analog,False
C-005324,PMT-0119,F-12,4.13,residential,analog,False
C-005325,PMT-0274,F-28,7.36,residential,analog,False
C-005326,PMT-0119,F-12,6.73,residential,analog,False
C-005327,PMT-0170,F-17,1.78,residential,electronic,False
C-005328,PMT-0074,F-08,5.24,residential,analog,False
C-005329,PMT-0055,F-06,6.59,residential,analog,False
C-005330,PMT-0148,F-15,21.17,commercial,electronic,False
C-005331,PMT-0169,F-17,1.64,residential,analog,False
C-005332,PMT-0242,F-25,9.49,commercial,analog,True
C-005333,PMT-0118,F-12,3.89,residential,analog,False
C-005334,PMT-0269,F-27,2.76,residential,electronic,False
C-005335,PMT-0183,F-19,1.76,residential,analog,False
C-005336,PMT-0022,F-03,17.58,commercial,electronic,False
C-005337,PMT-0222,F-23,4.55,residential,electronic,False
C-005338,PMT-0173,F-18,8.1,commercial,electronic,False
C-005339,PMT-0117,F-12,5.1,residential,electronic,False
C-005340,PMT-0141,F-15,1.43,residential,analog,False
C-005341,PMT-0091,F-10,3.68,residential,electronic,False
C-005342,PMT-0185,F-19,83.4,industrial,analog,False
C-005343,PMT-0171,F-18,7.23,residential,analog,False
C-005344,PMT-0135,F-14,39.62,industrial,analog,False
C-005345,PMT-0086,F-09,7.02,residential,electronic,False
C-005346,PMT-0120,F-12,22.84,commercial,analog,False
C-005347,PMT-0150,F-15,5.25,residential,electronic,False
C-005348,PMT-0142,F-15,7.88,residential,electronic,True
C-005349,PMT-0093,F-10,2.72,residential,analog,False
C-005350,PMT-0175,F-18,6.38,commercial,analog,False
C-005351,PMT-0068,F-07,6.9,residential,analog,False
C-005352,PMT-0151,F-16,4.44,residential,analog,False
C-005353,PMT-0037,F-04,3.43,residential,electronic,True
C-005354,PMT-0142,F-15,1.39,residential,analog,False
C-005355,PMT-0236,F-24,1.45,residential,analog,False
C-005356,PMT-0246,F-25,1.64,residential,analog,True
C-005357,PMT-0209,F-21,2.29,residential,analog,False
C-005358,PMT-0224,F-23,7.79,residential,analog,False
C-005359,PMT-0020,F-02,2.97,residential,analog,True
C-005360,PMT-0103,F-11,6.72,residential,electronic,False
C-005361,PMT-0197,F-20,5.39,commercial,analog,False
C-005362,PMT-0241,F-25,3.25,residential,analog,False
C-005363,PMT-0175,F-18,7.34,residential,analog,False
C-005364,PMT-0257,F-26,2.3,residential,electronic,False
C-005365,PMT-0082,F-09,2.99,residential,electronic,False
C-005366,PMT-0047,F-05,6.79,residential,analog,False
C-005367,PMT-0026,F-03,1.85,residential,analog,False
C-005368,PMT-0175,F-18,1.37,residential,electronic,False
C-005369,PMT-0200,F-20,7.76,residential,electronic,False
C-005370,PMT-0086,F-09,52.38,industrial,analog,False
C-005371,PMT-0236,F-24,5.61,residential,electronic,False
C-005372,PMT-0222,F-23,1.89,residential,analog,False
C-005373,PMT-0109,F-11,2.54,residential,analog,False
C-005374,PMT-0072,F-08,4.22,residential,electronic,True
C-005375,PMT-0223,F-23,5.73,residential,analog,False
C-005376,PMT-0202,F-21,3.05,residential,analog,False
C-005377,PMT-0052,F-06,7.19,residential,electronic,False
C-005378,PMT-0077,F-08,6.47,residential,electronic,False
C-005379,PMT-0146,F-15,4.86,residential,analog,False
C-005380,PMT-0154,F-16,4.21,residential,electronic,True
C-005381,PMT-0050,F-05,5.34,residential,analog,True
C-005382,PMT-0285,F-29,6.12,residential,electronic,False
C-005383,PMT-0117,F-12,1.94,residential,electronic,False
C-005384,PMT-0115,F-12,22.05,commercial,electronic,False
C-005385,PMT-0019,F-02,4.43,residential,electronic,False
C-005386,PMT-0263,F-27,7.55,residential,electronic,False
C-005387,PMT-0071,F-08,7.69,residential,electronic,False
C-005388,PMT-0297,F-30,1.22,residential,analog,False
C-005389,PMT-0149,F-15,3.69,residential,analog,False
C-005390,PMT-0263,F-27,4.68,residential,analog,False
C-005391,PMT-0054,F-06,4.78,residential,analog,False
C-005392,PMT-0050,F-05,21.45,commercial,electronic,False
C-005393,PMT-0241,F-25,1.99,residential,analog,False
C-005394,PMT-0246,F-25,5.36,residential,electronic,False
C-005395,PMT-0163,F-17,7.6,residential,analog,True
C-005396,PMT-0010,F-01,7.98,residential,analog,False
C-005397,PMT-0284,F-29,1.07,residential,analog,False
C-005398,PMT-0118,F-12,7.81,residential,analog,True
C-005399,PMT-0281,F-29,7.44,commercial,analog,False
C-005400,PMT-0262,F-27,15.74,commercial,analog,True
C-005401,PMT-0256,F-26,9.93,commercial,analog,False
C-005402,PMT-0207,F-21,5.24,residential,electronic,False
C-005403,PMT-0202,F-21,1.26,residential,analog,False
C-005404,PMT-0160,F-16,2.67,residential,electronic,False
C-005405,PMT-0008,F-01,3.1,residential,electronic,False
C-005406,PMT-0117,F-12,7.41,residential,analog,False
C-005407,PMT-0220,F-22,5.09,residential,analog,False
C-005408,PMT-0244,F-25,5.96,residential,electronic,False
C-005409,PMT-0168,F-17,5.73,residential,electronic,False
C-005410,PMT-0213,F-22,3.75,residential,analog,False
C-005411,PMT-0007,F-01,1.1,residential,electronic,True
C-005412,PMT-0141,F-15,1.75,residential,analog,False
C-005413,PMT-0153,F-16,4.21,residential,analog,True
C-005414,PMT-0268,F-27,7.59,residential,analog,False
C-005415,PMT-0094,F-10,2.74,residential,electronic,False
C-005416,PMT-0069,F-07,75.87,industrial,analog,False
C-005417,PMT-0106,F-11,6.79,residential,analog,False
C-005418,PMT-0052,F-06,7.35,residential,analog,False
C-005419,PMT-0168,F-17,3.05,residential,analog,False
C-005420,PMT-0193,F-20,7.52,residential,analog,False
C-005421,PMT-0241,F-25,5.26,residential,analog,False
C-005422,PMT-0292,F-30,4.56,residential,electronic,False
C-005423,PMT-0023,F-03,6.45,residential,electronic,False
C-005424,PMT-0075,F-08,2.67,residential,analog,False
C-005425,PMT-0091,F-10,6.69,residential,analog,True
C-005426,PMT-0075,F-08,5.55,residential,analog,False
C-005427,PMT-0249,F-25,6.6,residential,electronic,False
C-005428,PMT-0042,F-05,6.99,residential,analog,True
C-005429,PMT-0009,F-01,5.32,residential,electronic,False
C-005430,PMT-0259,F-26,1.26,residential,analog,False
C-005431,PMT-0289,F-29,3.08,residential,analog,False
C-005432,PMT-0068,F-07,7.15,residential,analog,False
C-005433,PMT-0100,F-10,5.39,residential,analog,False
C-005434,PMT-0151,F-16,7.23,residential,analog,False
C-005435,PMT-0158,F-16,3.69,residential,analog,False
C-005436,PMT-0298,F-30,60.38,industrial,analog,False
C-005437,PMT-0122,F-13,7.04,residential,electronic,False
C-005438,PMT-0004,F-01,20.24,commercial,analog,False
C-005439,PMT-0127,F-13,12.55,commercial,electronic,False
C-005440,PMT-0167,F-17,1.16,residential,electronic,False
C-005441,PMT-0156,F-16,7.16,residential,analog,False
C-005442,PMT-0154,F-16,6.5,residential,analog,False
C-005443,PMT-0277,F-28,55.93,industrial,analog,True
C-005444,PMT-0243,F-25,4.82,residential,electronic,False
C-005445,PMT-0076,F-08,2.43,residential,electronic,False
C-005446,PMT-0107,F-11,3.88,residential,electronic,True
C-005447,PMT-0201,F-21,8.26,commercial,analog,False
C-005448,PMT-0124,F-13,2.47,residential,electronic,False
C-005449,PMT-0129,F-13,6.92,residential,analog,False
C-005450,PMT-0051,F-06,3.54,residential,analog,False
C-005451,PMT-0077,F-08,6.7,residential,analog,False
C-005452,PMT-0223,F-23,14.48,commercial,analog,False
C-005453,PMT-0253,F-26,1.5,residential,analog,False
C-005454,PMT-0236,F-24,3.53,residential,analog,True
C-005455,PMT-0093,F-10,2.11,residential,electronic,False
C-005456,PMT-0041,F-05,5.86,residential,analog,False
C-005457,PMT-0048,F-05,7.38,residential,electronic,False
C-005458,PMT-0119,F-12,6.34,residential,analog,False
C-005459,PMT-0156,F-16,6.45,residential,analog,False
C-005460,PMT-0268,F-27,7.03,residential,analog,True
C-005461,PMT-0270,F-27,82.13,industrial,electronic,False
C-005462,PMT-0001,F-01,4.98,residential,electronic,False
C-005463,PMT-0213,F-22,6.0,residential,analog,True
C-005464,PMT-0090,F-09,3.91,residential,analog,True
C-005465,PMT-0060,F-06,1.5,residential,analog,False
C-005466,PMT-0167,F-17,19.11,commercial,analog,False
C-005467,PMT-0011,F-02,6.05,residential,electronic,False
C-005468,PMT-0101,F-11,2.57,residential,electronic,False
C-005469,PMT-0166,F-17,7.68,residential,analog,False
C-005470,PMT-0082,F-09,1.37,residential,analog,True
C-005471,PMT-0179,F-18,6.15,residential,analog,False
C-005472,PMT-0139,F-14,7.78,residential,electronic,False
C-005473,PMT-0240,F-24,3.16,residential,analog,False
C-005474,PMT-0055,F-06,23.25,commercial,analog,False
C-005475,PMT-0018,F-02,6.79,residential,electronic,False
C-005476,PMT-0159,F-16,6.21,residential,analog,False
C-005477,PMT-0078,F-08,7.68,residential,analog,False
C-005478,PMT-0213,F-22,5.58,residential,analog,False
C-005479,PMT-0028,F-03,4.46,residential,electronic,False
C-005480,PMT-0173,F-18,18.51,commercial,electronic,False
C-005481,PMT-0297,F-30,52.95,industrial,analog,False
C-005482,PMT-0028,F-03,3.27,residential,analog,False
C-005483,PMT-0091,F-10,1.58,residential,analog,False
C-005484,PMT-0254,F-26,3.65,residential,electronic,False
C-005485,PMT-0161,F-17,6.62,residential,analog,False
C-005486,PMT-0053,F-06,7.62,residential,analog,False
C-005487,PMT-0064,F-07,7.83,residential,analog,False
C-005488,PMT-0230,F-23,2.45,residential,electronic,True
C-005489,PMT-0259,F-26,65.71,industrial,analog,False
C-005490,PMT-0109,F-11,5.03,residential,analog,False
C-005491,PMT-0143,F-15,2.23,residential,analog,False
C-005492,PMT-0235,F-24,5.07,residential,electronic,True
C-005493,PMT-0054,F-06,49.02,industrial,electronic,True
C-005494,PMT-0062,F-07,7.6,residential,electronic,False
C-005495,PMT-0233,F-24,10.1,commercial,analog,False
C-005496,PMT-0056,F-06,21.7,commercial,analog,False
C-005497,PMT-0232,F-24,7.28,residential,analog,False
C-005498,PMT-0150,F-15,6.15,residential,electronic,False
C-005499,PMT-0298,F-30,2.5,residential,electronic,False
C-005500,PMT-0010,F-01,2.82,residential,analog,False
C-005501,PMT-0284,F-29,7.8,residential,analog,False
C-005502,PMT-0068,F-07,1.53,residential,analog,False
C-005503,PMT-0011,F-02,1.82,residential,electronic,False
C-005504,PMT-0218,F-22,7.85,residential,analog,False
C-005505,PMT-0160,F-16,6.44,residential,analog,False
C-005506,PMT-0252,F-26,6.22,residential,analog,False
C-005507,PMT-0033,F-04,2.12,residential,analog,False
C-005508,PMT-0025,F-03,4.42,residential,analog,False
C-005509,PMT-0171,F-18,6.89,residential,electronic,False
C-005510,PMT-0265,F-27,3.3,residential,electronic,False
C-005511,PMT-0122,F-13,2.35,residential,analog,False
C-005512,PMT-0240,F-24,1.08,residential,analog,False
C-005513,PMT-0272,F-28,5.36,residential,electronic,False
C-005514,PMT-0261,F-27,3.06,residential,electronic,False
C-005515,PMT-0153,F-16,22.27,commercial,analog,False
C-005516,PMT-0210,F-21,2.98,residential,electronic,False
C-005517,PMT-0158,F-16,2.06,residential,electronic,False
C-005518,PMT-0203,F-21,7.72,residential,electronic,True
C-005519,PMT-0171,F-18,7.75,residential,analog,False
C-005520,PMT-0158,F-16,74.8,industrial,analog,True
C-005521,PMT-0132,F-14,23.57,commercial,analog,True
C-005522,PMT-0196,F-20,2.13,residential,electronic,True
C-005523,PMT-0226,F-23,4.22,residential,electronic,False
C-005524,PMT-0276,F-28,2.43,residential,electronic,True
C-005525,PMT-0184,F-19,14.58,commercial,analog,False
C-005526,PMT-0031,F-04,6.54,residential,analog,False
C-005527,PMT-0177,F-18,87.59,industrial,electronic,False
C-005528,PMT-0095,F-10,1.03,residential,electronic,False
C-005529,PMT-0009,F-01,3.73,residential,electronic,False
C-005530,PMT-0022,F-03,7.96,residential,analog,False
C-005531,PMT-0178,F-18,5.13,residential,electronic,False
C-005532,PMT-0284,F-29,3.07,residential,electronic,False
C-005533,PMT-0152,F-16,3.72,residential,electronic,False
C-005534,PMT-0134,F-14,3.26,residential,analog,False
C-005535,PMT-0027,F-03,4.13,residential,electronic,False
C-005536,PMT-0203,F-21,4.11,residential,analog,False
C-005537,PMT-0017,F-02,4.55,residential,analog,True
C-005538,PMT-0253,F-26,4.25,residential,analog,False
C-005539,PMT-0245,F-25,4.61,residential,analog,False
C-005540,PMT-0298,F-30,22.24,industrial,electronic,False
C-005541,PMT-0086,F-09,6.09,commercial,analog,False
C-005542,PMT-0049,F-05,3.6,residential,analog,True
C-005543,PMT-0090,F-09,7.19,residential,electronic,False
C-005544,PMT-0240,F-24,6.54,residential,analog,False
C-005545,PMT-0066,F-07,1.77,residential,analog,False
C-005546,PMT-0267,F-27,14.9,commercial,analog,True
C-005547,PMT-0047,F-05,5.23,residential,analog,True
C-005548,PMT-0015,F-02,4.37,residential,analog,False
C-005549,PMT-0066,F-07,5.88,residential,electronic,False
C-005550,PMT-0227,F-23,7.98,residential,analog,False
C-005551,PMT-0181,F-19,6.93,commercial,analog,False
C-005552,PMT-0107,F-11,4.61,residential,analog,False
C-005553,PMT-0197,F-20,15.25,commercial,electronic,False
C-005554,PMT-0195,F-20,4.94,residential,analog,False
C-005555,PMT-0167,F-17,2.17,residential,electronic,False
C-005556,PMT-0155,F-16,17.77,commercial,analog,False
C-005557,PMT-0031,F-04,1.31,residential,analog,True
C-005558,PMT-0078,F-08,6.19,residential,analog,False
C-005559,PMT-0159,F-16,18.26,commercial,analog,False
C-005560,PMT-0041,F-05,11.61,commercial,analog,False
C-005561,PMT-0143,F-15,7.92,residential,analog,False
C-005562,PMT-0036,F-04,6.8,residential,electronic,False
C-005563,PMT-0237,F-24,15.79,commercial,analog,True
C-005564,PMT-0031,F-04,7.93,residential,analog,False
C-005565,PMT-0028,F-03,6.81,residential,analog,False
C-005566,PMT-0192,F-20,1.97,residential,analog,False
C-005567,PMT-0067,F-07,5.14,residential,electronic,False
C-005568,PMT-0106,F-11,16.62,commercial,electronic,False
C-005569,PMT-0095,F-10,5.57,residential,electronic,False
C-005570,PMT-0065,F-07,23.82,commercial,analog,False
C-005571,PMT-0229,F-23,4.44,residential,electronic,True
C-005572,PMT-0208,F-21,1.54,residential,electronic,False
C-005573,PMT-0072,F-08,4.36,residential,analog,False
C-005574,PMT-0207,F-21,6.51,residential,analog,False
C-005575,PMT-0215,F-22,12.17,commercial,analog,False
C-005576,PMT-0162,F-17,1.19,residential,electronic,False
C-005577,PMT-0174,F-18,3.12,residential,analog,False
C-005578,PMT-0281,F-29,5.78,residential,analog,False
C-005579,PMT-0137,F-14,1.6,residential,analog,True
C-005580,PMT-0116,F-12,3.63,residential,analog,False
C-005581,PMT-0162,F-17,1.93,residential,electronic,True
C-005582,PMT-0251,F-26,4.33,residential,analog,False
C-005583,PMT-0213,F-22,1.99,residential,analog,False
C-005584,PMT-0023,F-03,1.76,residential,analog,False
C-005585,PMT-0138,F-14,5.88,residential,electronic,True
C-005586,PMT-0222,F-23,2.11,residential,analog,False
C-005587,PMT-0068,F-07,2.08,residential,analog,False
C-005588,PMT-0297,F-30,67.4,industrial,analog,False
C-005589,PMT-0243,F-25,1.31,residential,analog,False
C-005590,PMT-0254,F-26,1.23,residential,electronic,False
C-005591,PMT-0025,F-03,4.02,residential,electronic,False
C-005592,PMT-0174,F-18,12.3,commercial,analog,False
C-005593,PMT-0159,F-16,4.81,residential,analog,False
C-005594,PMT-0189,F-19,7.95,residential,analog,True
C-005595,PMT-0256,F-26,13.69,commercial,analog,True
C-005596,PMT-0106,F-11,5.03,residential,analog,False
C-005597,PMT-0161,F-17,7.43,residential,analog,False
C-005598,PMT-0204,F-21,4.38,residential,analog,False
C-005599,PMT-0226,F-23,6.47,residential,electronic,True
C-005600,PMT-0232,F-24,15.97,commercial,electronic,False
C-005601,PMT-0102,F-11,5.46,residential,analog,False
C-005602,PMT-0300,F-30,7.53,residential,electronic,False
C-005603,PMT-0003,F-01,5.01,commercial,electronic,False
C-005604,PMT-0148,F-15,7.31,residential,analog,False
C-005605,PMT-0183,F-19,4.48,residential,electronic,True
C-005606,PMT-0019,F-02,5.25,residential,analog,False
C-005607,PMT-0136,F-14,4.15,residential,analog,False
C-005608,PMT-0179,F-18,10.22,commercial,electronic,False
C-005609,PMT-0183,F-19,6.32,commercial,analog,True
C-005610,PMT-0036,F-04,7.62,residential,analog,False
C-005611,PMT-0084,F-09,5.37,residential,analog,False
C-005612,PMT-0074,F-08,7.11,residential,electronic,False
C-005613,PMT-0192,F-20,10.82,commercial,electronic,False
C-005614,PMT-0099,F-10,2.95,residential,analog,False
C-005615,PMT-0172,F-18,3.35,residential,analog,False
C-005616,PMT-0220,F-22,2.62,residential,analog,False
C-005617,PMT-0240,F-24,4.49,residential,electronic,False
C-005618,PMT-0056,F-06,7.55,residential,analog,False
C-005619,PMT-0272,F-28,90.09,industrial,electronic,False
C-005620,PMT-0050,F-05,4.47,residential,analog,False
C-005621,PMT-0007,F-01,3.44,residential,analog,False
C-005622,PMT-0014,F-02,5.28,residential,analog,False
C-005623,PMT-0061,F-07,17.25,commercial,analog,True
C-005624,PMT-0262,F-27,5.79,residential,analog,False
C-005625,PMT-0063,F-07,4.75,residential,electronic,False
C-005626,PMT-0209,F-21,1.19,residential,analog,False
C-005627,PMT-0126,F-13,1.53,residential,analog,False
C-005628,PMT-0012,F-02,7.82,residential,analog,False
C-005629,PMT-0134,F-14,19.92,commercial,analog,True
C-005630,PMT-0009,F-01,7.64,residential,electronic,False
C-005631,PMT-0143,F-15,3.38,residential,electronic,False
C-005632,PMT-0168,F-17,4.74,residential,electronic,False
C-005633,PMT-0157,F-16,45.76,industrial,analog,True
C-005634,PMT-0085,F-09,7.36,residential,analog,False
C-005635,PMT-0230,F-23,3.01,residential,analog,False
C-005636,PMT-0180,F-18,5.86,residential,analog,False
C-005637,PMT-0077,F-08,34.0,industrial,analog,False
C-005638,PMT-0131,F-14,7.11,commercial,analog,False
C-005639,PMT-0033,F-04,2.09,residential,analog,False
C-005640,PMT-0277,F-28,4.71,residential,electronic,True
C-005641,PMT-0226,F-23,6.91,residential,electronic,False
C-005642,PMT-0087,F-09,24.99,commercial,analog,False
C-005643,PMT-0203,F-21,5.36,residential,electronic,False
C-005644,PMT-0204,F-21,62.69,industrial,electronic,False
C-005645,PMT-0183,F-19,6.51,residential,analog,False
C-005646,PMT-0017,F-02,1.45,residential,electronic,False
C-005647,PMT-0264,F-27,6.67,residential,electronic,False
C-005648,PMT-0287,F-29,20.17,commercial,analog,False
C-005649,PMT-0293,F-30,4.71,residential,electronic,False
C-005650,PMT-0295,F-30,1.16,residential,analog,False
C-005651,PMT-0279,F-28,2.42,residential,analog,False
C-005652,PMT-0222,F-23,3.59,residential,electronic,False
C-005653,PMT-0018,F-02,23.82,commercial,analog,False
C-005654,PMT-0140,F-14,5.47,residential,analog,False
C-005655,PMT-0074,F-08,4.57,residential,analog,False
C-005656,PMT-0066,F-07,4.42,residential,electronic,False
C-005657,PMT-0250,F-25,6.46,residential,electronic,False
C-005658,PMT-0244,F-25,3.27,residential,analog,False
C-005659,PMT-0157,F-16,1.66,residential,analog,False
C-005660,PMT-0221,F-23,5.74,residential,analog,False
C-005661,PMT-0039,F-04,3.3,residential,analog,False
C-005662,PMT-0067,F-07,3.28,residential,analog,False
C-005663,PMT-0259,F-26,56.38,industrial,electronic,False
C-005664,PMT-0136,F-14,2.7,residential,analog,False
C-005665,PMT-0164,F-17,7.45,residential,analog,True
C-005666,PMT-0139,F-14,6.93,residential,electronic,False
C-005667,PMT-0061,F-07,7.94,residential,analog,False
C-005668,PMT-0248,F-25,7.75,residential,analog,False
C-005669,PMT-0228,F-23,3.2,residential,analog,False
C-005670,PMT-0206,F-21,3.66,residential,analog,False
C-005671,PMT-0106,F-11,5.89,residential,electronic,False
C-005672,PMT-0193,F-20,1.11,residential,analog,False
C-005673,PMT-0286,F-29,7.96,residential,electronic,False
C-005674,PMT-0195,F-20,1.08,residential,analog,False
C-005675,PMT-0149,F-15,15.63,commercial,analog,False
C-005676,PMT-0082,F-09,5.68,residential,electronic,False
C-005677,PMT-0157,F-16,7.4,residential,electronic,True
C-005678,PMT-0112,F-12,5.51,residential,electronic,False
C-005679,PMT-0184,F-19,5.18,residential,analog,False
C-005680,PMT-0014,F-02,3.1,residential,analog,False
C-005681,PMT-0058,F-06,5.14,residential,analog,False
C-005682,PMT-0237,F-24,19.99,commercial,analog,False
C-005683,PMT-0115,F-12,15.31,commercial,electronic,False
