consumer_id,month,billed_units_kwh,arrears_pkr,reader_id,is_theft_ground_truth,theft_type
C-007074,2023-12-01,107.11,2096.18,R-107,False,none
C-007075,2023-12-01,276.61,949.32,R-180,False,none
C-007076,2023-12-01,237.02,2152.39,R-096,False,none
C-007077,2023-12-01,41.58,2733.35,R-097,False,none
C-007078,2023-12-01,1922.74,2646.07,R-208,False,none
C-007079,2023-12-01,319.5,617.4,R-021,False,none
C-007080,2023-12-01,985.8,357.51,R-008,False,none
C-007081,2023-12-01,1524.49,996.72,R-219,False,none
C-007082,2023-12-01,790.2,202.44,R-209,False,none
C-007083,2023-12-01,101.23,1118.35,R-089,False,none
C-007084,2023-12-01,234.98,263.79,R-052,True,fixed_shunt
C-007085,2023-12-01,176.88,315.81,R-028,False,none
C-007086,2023-12-01,84.2,1505.16,R-032,True,gradual_slowdown
C-007087,2023-12-01,27.17,66.4,R-197,False,none
C-007088,2023-12-01,96.37,935.67,R-164,False,none
C-007089,2023-12-01,242.89,706.25,R-186,False,none
C-007090,2023-12-01,272.72,1124.24,R-115,False,none
C-007091,2023-12-01,70.36,987.29,R-COL-01,True,collusion
C-007092,2023-12-01,197.71,2539.8,R-198,False,none
C-007093,2023-12-01,653.98,10.39,R-079,False,none
C-007094,2023-12-01,54.81,161.9,R-120,True,kunda
C-007095,2023-12-01,480.24,413.89,R-064,False,none
C-007096,2023-12-01,181.54,3057.2,R-112,False,none
C-007097,2023-12-01,204.99,2851.46,R-047,False,none
C-007098,2023-12-01,142.56,64.24,R-046,False,none
C-007099,2023-12-01,177.27,440.15,R-079,False,none
C-007100,2023-12-01,355.77,3578.76,R-209,True,nighttime_ac
C-007101,2023-12-01,99.19,1684.37,R-060,False,none
C-007102,2023-12-01,51.52,1353.89,R-147,False,none
C-007103,2023-12-01,306.78,3012.37,R-126,False,none
C-007104,2023-12-01,312.51,2890.49,R-133,False,none
C-007105,2023-12-01,45.84,606.96,R-029,False,none
C-007106,2023-12-01,121.37,1956.28,R-174,False,none
C-007107,2023-12-01,780.37,1600.62,R-173,False,none
C-007108,2023-12-01,29.92,350.48,R-023,False,none
C-007109,2023-12-01,130.79,2268.15,R-087,False,none
C-007110,2023-12-01,83.95,602.75,R-191,False,none
C-007111,2023-12-01,1642.64,1180.73,R-053,False,none
C-007112,2023-12-01,150.46,13.72,R-111,False,none
C-007113,2023-12-01,21.25,10.89,R-183,False,none
C-007114,2023-12-01,27.77,623.54,R-177,False,none
C-007115,2023-12-01,252.68,758.06,R-086,False,none
C-007116,2023-12-01,49.3,2267.79,R-157,False,none
C-007117,2023-12-01,97.14,96.32,R-205,False,none
C-007118,2023-12-01,51.05,215.58,R-100,False,none
C-007119,2023-12-01,144.05,524.38,R-215,False,none
C-007120,2023-12-01,145.37,189.71,R-170,False,none
C-007121,2023-12-01,98.75,923.49,R-143,False,none
C-007122,2023-12-01,93.15,1979.01,R-159,False,none
C-007123,2023-12-01,2913.96,2034.6,R-042,False,none
C-007124,2023-12-01,917.64,1190.01,R-001,False,none
C-007125,2023-12-01,190.07,103.33,R-183,False,none
C-007126,2023-12-01,5766.66,21.52,R-157,False,none
C-007127,2023-12-01,120.22,170.76,R-207,False,none
C-007128,2023-12-01,95.75,827.63,R-112,False,none
C-007129,2023-12-01,283.01,239.23,R-085,False,none
C-007130,2023-12-01,6.21,3618.03,R-185,False,none
C-007131,2023-12-01,321.67,2270.15,R-208,False,none
C-007132,2023-12-01,52.52,183.99,R-179,False,none
C-007133,2023-12-01,151.27,4320.95,R-182,False,none
C-007134,2023-12-01,72.94,3974.31,R-038,False,none
C-007135,2023-12-01,93.73,2090.94,R-192,True,gradual_slowdown
C-007136,2023-12-01,230.02,2822.83,R-005,False,none
C-007137,2023-12-01,162.01,635.03,R-167,False,none
C-007138,2023-12-01,71.78,810.06,R-044,False,none
C-007139,2023-12-01,223.82,276.98,R-010,False,none
C-007140,2023-12-01,29.78,1980.61,R-164,False,none
C-007141,2023-12-01,266.58,702.23,R-075,False,none
C-007142,2023-12-01,64.42,1102.51,R-192,False,none
C-007143,2023-12-01,193.75,5832.23,R-063,False,none
C-007144,2023-12-01,109.89,1449.96,R-155,False,none
C-007145,2023-12-01,636.45,1670.6,R-142,False,none
C-007146,2023-12-01,144.31,684.97,R-181,False,none
C-007147,2023-12-01,200.75,103.43,R-190,False,none
C-007148,2023-12-01,149.41,411.41,R-130,False,none
C-007149,2023-12-01,15.49,1870.43,R-077,False,none
C-007150,2023-12-01,100.88,853.83,R-112,False,none
C-007151,2023-12-01,11.3,672.44,R-133,False,none
C-007152,2023-12-01,26.45,76.95,R-214,False,none
C-007153,2023-12-01,2690.42,4526.21,R-038,True,nighttime_ac
C-007154,2023-12-01,135.5,698.4,R-018,False,none
C-007155,2023-12-01,668.11,1309.06,R-103,False,none
C-007156,2023-12-01,248.16,475.47,R-093,False,none
C-007157,2023-12-01,981.58,2051.88,R-199,True,kunda
C-007158,2023-12-01,1330.72,2971.43,R-062,False,none
C-007159,2023-12-01,407.75,602.24,R-033,True,kunda
C-007160,2023-12-01,193.11,5569.72,R-027,False,none
C-007161,2023-12-01,390.78,2198.19,R-197,False,none
C-007162,2023-12-01,198.83,4137.1,R-134,False,none
C-007163,2023-12-01,146.34,242.56,R-215,False,none
C-007164,2023-12-01,78.21,806.06,R-058,False,none
C-007165,2023-12-01,725.14,14.4,R-018,False,none
C-007166,2023-12-01,298.17,3.88,R-102,False,none
C-007167,2023-12-01,54.98,2972.0,R-039,False,none
C-007168,2023-12-01,93.64,787.26,R-031,False,none
C-007169,2023-12-01,310.61,2909.98,R-195,False,none
C-007170,2023-12-01,93.58,4317.67,R-086,False,none
C-007171,2023-12-01,318.61,85.82,R-016,False,none
C-007172,2023-12-01,189.43,2782.21,R-045,False,none
C-007173,2023-12-01,147.4,446.21,R-081,False,none
C-007174,2023-12-01,144.84,952.77,R-198,False,none
C-007175,2023-12-01,220.35,312.6,R-141,False,none
C-007176,2023-12-01,100.83,3624.95,R-115,False,none
C-007177,2023-12-01,10.75,9.34,R-129,False,none
C-007178,2023-12-01,2813.44,788.56,R-176,False,none
C-007179,2023-12-01,53.3,538.4,R-043,False,none
C-007180,2023-12-01,39.39,3146.68,R-107,False,none
C-007181,2023-12-01,203.91,1390.9,R-085,False,none
C-007182,2023-12-01,112.08,210.22,R-010,False,none
C-007183,2023-12-01,145.52,621.26,R-122,False,none
C-007184,2023-12-01,82.87,1095.57,R-153,False,none
C-007185,2023-12-01,167.31,800.27,R-147,True,slab_defender
C-007186,2023-12-01,155.25,309.18,R-011,False,none
C-007187,2023-12-01,103.01,2321.25,R-087,False,none
C-007188,2023-12-01,288.56,185.33,R-087,False,none
C-007189,2023-12-01,81.53,306.64,R-035,False,none
C-007190,2023-12-01,47.97,2947.48,R-121,False,none
C-007191,2023-12-01,238.82,2465.89,R-117,False,none
C-007192,2023-12-01,81.93,971.88,R-172,False,none
C-007193,2023-12-01,104.87,758.91,R-168,False,none
C-007194,2023-12-01,133.78,2990.37,R-198,False,none
C-007195,2023-12-01,89.87,3803.43,R-094,False,none
C-007196,2023-12-01,3719.3,1176.38,R-046,False,none
C-007197,2023-12-01,9.46,1360.55,R-120,False,none
C-007198,2023-12-01,287.65,2569.89,R-146,False,none
C-007199,2023-12-01,113.35,5889.53,R-074,True,peak_hour_shaver
C-007200,2023-12-01,160.59,473.02,R-104,False,none
C-007201,2023-12-01,257.15,323.42,R-203,False,none
C-007202,2023-12-01,24.87,1083.44,R-169,False,none
C-007203,2023-12-01,273.33,325.49,R-135,False,none
C-007204,2023-12-01,836.72,2061.61,R-207,False,none
C-007205,2023-12-01,124.88,360.9,R-004,False,none
C-007206,2023-12-01,230.37,1874.65,R-118,False,none
C-007207,2023-12-01,274.85,57.73,R-059,False,none
C-007208,2023-12-01,82.68,1316.08,R-064,False,none
C-007209,2023-12-01,602.18,167.07,R-173,False,none
C-007210,2023-12-01,257.27,692.02,R-176,True,slab_defender
C-007211,2023-12-01,204.59,3676.93,R-107,True,nighttime_ac
C-007212,2023-12-01,276.28,2429.71,R-116,False,none
C-007213,2023-12-01,214.27,130.13,R-132,False,none
C-007214,2023-12-01,430.12,2086.55,R-195,False,none
C-007215,2023-12-01,261.95,140.24,R-005,False,none
C-007216,2023-12-01,64.31,374.82,R-125,False,none
C-007217,2023-12-01,297.94,1624.87,R-015,False,none
C-007218,2023-12-01,158.31,44.2,R-207,True,slab_defender
C-007219,2023-12-01,81.69,2084.76,R-053,False,none
C-007220,2023-12-01,102.71,187.29,R-004,False,none
C-007221,2023-12-01,296.12,4350.54,R-179,False,none
C-007222,2023-12-01,39.65,1540.01,R-163,True,fixed_shunt
C-007223,2023-12-01,244.9,573.23,R-199,False,none
C-007224,2023-12-01,115.28,3257.24,R-077,False,none
C-007225,2023-12-01,219.01,9.96,R-061,False,none
C-007226,2023-12-01,71.12,601.65,R-148,True,peak_hour_shaver
C-007227,2023-12-01,10.84,2219.07,R-209,False,none
C-007228,2023-12-01,139.07,607.17,R-208,False,none
C-007229,2023-12-01,209.63,2419.75,R-088,False,none
C-007230,2023-12-01,2774.29,197.31,R-144,False,none
C-007231,2023-12-01,67.18,462.71,R-182,False,none
C-007232,2023-12-01,322.08,184.06,R-164,True,peak_hour_shaver
C-007233,2023-12-01,279.12,1903.42,R-133,False,none
C-007234,2023-12-01,267.36,2981.18,R-035,True,gradual_slowdown
C-007235,2023-12-01,207.22,657.87,R-139,False,none
C-007236,2023-12-01,7.4,615.24,R-038,False,none
C-007237,2023-12-01,145.85,1895.79,R-100,False,none
C-007238,2023-12-01,146.46,703.15,R-127,False,none
C-007239,2023-12-01,145.94,1361.45,R-006,False,none
C-007240,2023-12-01,263.01,1147.4,R-095,True,peak_hour_shaver
C-007241,2023-12-01,52.56,598.4,R-069,False,none
C-007242,2023-12-01,84.76,426.7,R-025,False,none
C-007243,2023-12-01,43.23,1019.57,R-143,False,none
C-007244,2023-12-01,662.99,116.02,R-161,False,none
C-007245,2023-12-01,329.93,553.83,R-197,True,nighttime_ac
C-007246,2023-12-01,715.71,5120.95,R-154,False,none
C-007247,2023-12-01,364.89,474.75,R-041,False,none
C-007248,2023-12-01,53.57,3130.01,R-021,False,none
C-007249,2023-12-01,172.9,277.52,R-181,False,none
C-007250,2023-12-01,176.6,2877.13,R-011,False,none
C-007251,2023-12-01,208.2,691.84,R-084,False,none
C-007252,2023-12-01,316.37,2163.23,R-084,False,none
C-007253,2023-12-01,762.46,1264.21,R-040,False,none
C-007254,2023-12-01,28.05,1224.14,R-140,False,none
C-007255,2023-12-01,160.83,746.22,R-170,False,none
C-007256,2023-12-01,10.29,495.27,R-197,False,none
C-007257,2023-12-01,15.3,417.39,R-104,False,none
C-007258,2023-12-01,716.55,3265.02,R-096,False,none
C-007259,2023-12-01,99.21,65.28,R-045,True,slab_defender
C-007260,2023-12-01,247.48,142.59,R-019,False,none
C-007261,2023-12-01,852.91,1149.58,R-185,False,none
C-007262,2023-12-01,47.0,5728.54,R-185,False,none
C-007263,2023-12-01,56.26,769.92,R-216,False,none
C-007264,2023-12-01,178.82,1663.28,R-028,False,none
C-007265,2023-12-01,169.92,898.96,R-093,False,none
C-007266,2023-12-01,96.14,2363.87,R-141,False,none
C-007267,2023-12-01,21.63,158.56,R-194,False,none
C-007268,2023-12-01,175.54,450.39,R-091,False,none
C-007269,2023-12-01,1618.37,1396.67,R-031,False,none
C-007270,2023-12-01,161.99,3917.91,R-201,False,none
C-007271,2023-12-01,55.64,1101.73,R-019,False,none
C-007272,2023-12-01,624.18,51.19,R-156,False,none
C-007273,2023-12-01,67.6,3488.99,R-081,False,none
C-007274,2023-12-01,207.96,233.34,R-001,False,none
C-007275,2023-12-01,70.53,8104.75,R-116,False,none
C-007276,2023-12-01,242.07,1597.69,R-083,False,none
C-007277,2023-12-01,469.71,421.23,R-096,False,none
C-007278,2023-12-01,162.76,1628.07,R-040,False,none
C-007279,2023-12-01,93.59,1752.5,R-149,False,none
C-007280,2023-12-01,61.62,263.29,R-063,False,none
C-007281,2023-12-01,42.75,331.18,R-034,False,none
C-007282,2023-12-01,251.89,934.37,R-088,False,none
C-007283,2023-12-01,321.3,3822.99,R-042,False,none
C-007284,2023-12-01,38.81,1942.55,R-120,False,none
C-007285,2023-12-01,1186.62,2515.32,R-118,False,none
C-007286,2023-12-01,456.63,3185.03,R-176,False,none
C-007287,2023-12-01,126.1,794.1,R-216,False,none
C-007288,2023-12-01,152.0,881.59,R-020,False,none
C-007289,2023-12-01,170.96,1308.49,R-009,False,none
C-007290,2023-12-01,208.64,667.67,R-098,False,none
C-007291,2023-12-01,318.75,973.69,R-015,False,none
C-007292,2023-12-01,42.17,630.64,R-188,False,none
C-007293,2023-12-01,557.92,38.63,R-178,False,none
C-007294,2023-12-01,119.78,115.71,R-096,False,none
C-007295,2023-12-01,5.23,550.89,R-212,False,none
C-007296,2023-12-01,1076.02,459.16,R-115,False,none
C-007297,2023-12-01,190.88,1098.19,R-121,True,slab_defender
C-007298,2023-12-01,181.7,768.24,R-172,False,none
C-007299,2023-12-01,627.36,2811.37,R-122,False,none
C-007300,2023-12-01,93.35,351.2,R-157,False,none
C-007301,2023-12-01,83.37,1618.87,R-053,True,nighttime_ac
C-007302,2023-12-01,123.03,3155.34,R-113,True,peak_hour_shaver
C-007303,2023-12-01,220.38,763.99,R-179,False,none
C-007304,2023-12-01,94.55,545.9,R-213,False,none
C-007305,2023-12-01,55.68,1401.41,R-043,False,none
C-007306,2023-12-01,136.48,3180.1,R-008,False,none
C-007307,2023-12-01,147.44,323.79,R-131,True,kunda
C-007308,2023-12-01,240.82,223.22,R-012,False,none
C-007309,2023-12-01,303.38,2067.27,R-151,False,none
C-007310,2023-12-01,158.25,84.46,R-095,False,none
C-007311,2023-12-01,136.2,1479.45,R-177,False,none
C-007312,2023-12-01,45.49,933.19,R-035,False,none
C-007313,2023-12-01,56.55,4449.34,R-011,False,none
C-007314,2023-12-01,6.57,259.41,R-048,False,none
C-007315,2023-12-01,121.54,171.74,R-014,False,none
C-007316,2023-12-01,298.72,542.35,R-034,False,none
C-007317,2023-12-01,437.97,875.71,R-167,False,none
C-007318,2023-12-01,1459.33,5142.27,R-153,False,none
C-007319,2023-12-01,117.96,1185.85,R-137,False,none
C-007320,2023-12-01,270.64,2732.51,R-093,False,none
C-007321,2023-12-01,31.06,5188.05,R-050,False,none
C-007322,2023-12-01,572.6,1450.66,R-184,False,none
C-007323,2023-12-01,384.74,1358.6,R-193,False,none
C-007324,2023-12-01,488.43,4009.49,R-056,False,none
C-007325,2023-12-01,170.15,1564.73,R-198,False,none
C-007326,2023-12-01,120.79,99.14,R-138,False,none
C-007327,2023-12-01,3036.39,1685.71,R-077,False,none
C-007328,2023-12-01,98.26,225.81,R-047,False,none
C-007329,2023-12-01,50.45,89.61,R-130,False,none
C-007330,2023-12-01,92.84,273.17,R-004,False,none
C-007331,2023-12-01,100.95,1957.29,R-070,False,none
C-007332,2023-12-01,293.06,19.24,R-152,False,none
C-007333,2023-12-01,34.09,458.89,R-110,False,none
C-007334,2023-12-01,226.21,135.69,R-033,False,none
C-007335,2023-12-01,40.97,1295.86,R-036,False,none
C-007336,2023-12-01,453.99,2058.94,R-153,False,none
C-007337,2023-12-01,52.15,3999.66,R-185,False,none
C-007338,2023-12-01,133.27,231.12,R-152,False,none
C-007339,2023-12-01,175.54,685.94,R-035,False,none
C-007340,2023-12-01,113.11,2542.35,R-147,False,none
C-007341,2023-12-01,74.97,53.15,R-061,True,fixed_shunt
C-007342,2023-12-01,6.81,908.99,R-131,False,none
C-007343,2023-12-01,427.95,1714.3,R-130,False,none
C-007344,2023-12-01,248.09,1025.63,R-195,False,none
C-007345,2023-12-01,36.88,239.05,R-182,False,none
C-007346,2023-12-01,61.27,235.35,R-017,False,none
C-007347,2023-12-01,298.94,388.13,R-001,False,none
C-007348,2023-12-01,176.76,1038.79,R-206,False,none
C-007349,2023-12-01,56.14,391.46,R-068,False,none
C-007350,2023-12-01,40.67,1532.91,R-015,False,none
C-007351,2023-12-01,211.06,1183.89,R-043,False,none
C-007352,2023-12-01,135.53,43.68,R-109,False,none
C-007353,2023-12-01,183.13,3362.68,R-196,True,slab_defender
C-007354,2023-12-01,14.26,1261.39,R-204,False,none
C-007355,2023-12-01,104.6,1968.17,R-145,False,none
C-007356,2023-12-01,228.43,8264.52,R-060,False,none
C-007357,2023-12-01,190.45,940.91,R-157,False,none
C-007358,2023-12-01,12.43,623.96,R-185,False,none
C-007359,2023-12-01,109.57,5012.3,R-091,False,none
C-007360,2023-12-01,278.84,6198.77,R-131,False,none
C-007361,2023-12-01,442.29,1833.61,R-108,False,none
C-007362,2023-12-01,40.73,3159.39,R-190,False,none
C-007363,2023-12-01,430.74,3429.36,R-135,False,none
C-007364,2023-12-01,149.56,4379.5,R-011,False,none
C-007365,2023-12-01,116.92,1727.19,R-192,False,none
C-007366,2023-12-01,16.93,609.19,R-123,False,none
C-007367,2023-12-01,313.89,1393.63,R-095,False,none
C-007368,2023-12-01,42.78,366.44,R-042,False,none
C-007369,2023-12-01,57.01,2158.42,R-154,False,none
C-007370,2023-12-01,5.98,6.26,R-004,False,none
C-007371,2023-12-01,102.0,505.86,R-039,False,none
C-007372,2023-12-01,411.81,1647.61,R-152,False,none
C-007373,2023-12-01,488.9,113.9,R-060,False,none
C-007374,2023-12-01,507.55,1052.23,R-165,False,none
C-007375,2023-12-01,250.37,220.43,R-058,False,none
C-007376,2023-12-01,278.47,1766.19,R-162,False,none
C-007377,2023-12-01,178.43,3748.1,R-150,False,none
C-007378,2023-12-01,2012.97,838.26,R-160,False,none
C-007379,2023-12-01,357.25,1272.52,R-162,False,none
C-007380,2023-12-01,160.77,3257.24,R-176,False,none
C-007381,2023-12-01,213.43,461.49,R-081,False,none
C-007382,2023-12-01,120.64,524.24,R-104,False,none
C-007383,2023-12-01,961.25,46.3,R-016,False,none
C-007384,2023-12-01,216.44,171.44,R-077,False,none
C-007385,2023-12-01,65.41,5337.43,R-102,False,none
C-007386,2023-12-01,10.29,35.38,R-170,False,none
C-007387,2023-12-01,242.75,4124.79,R-199,False,none
C-007388,2023-12-01,262.02,16.96,R-147,False,none
C-007389,2023-12-01,168.59,298.73,R-029,False,none
C-007390,2023-12-01,289.51,350.59,R-045,False,none
C-007391,2023-12-01,174.32,187.16,R-118,False,none
C-007392,2023-12-01,46.5,1284.0,R-096,False,none
C-007393,2023-12-01,161.78,5163.18,R-205,False,none
C-007394,2023-12-01,45.08,2932.02,R-041,False,none
C-007395,2023-12-01,595.29,1139.48,R-126,False,none
C-007396,2023-12-01,47.4,2295.09,R-172,False,none
C-007397,2023-12-01,23.3,1990.11,R-097,False,none
C-007398,2023-12-01,325.91,893.25,R-055,False,none
C-007399,2023-12-01,3264.31,542.88,R-029,False,none
C-007400,2023-12-01,70.89,1610.84,R-137,False,none
C-007401,2023-12-01,194.99,1175.74,R-139,False,none
C-007402,2023-12-01,190.5,232.72,R-162,True,fixed_shunt
C-007403,2023-12-01,8.25,468.96,R-185,False,none
C-007404,2023-12-01,41.63,387.29,R-219,False,none
C-007405,2023-12-01,179.7,397.65,R-042,False,none
C-007406,2023-12-01,175.44,1698.38,R-096,False,none
C-007407,2023-12-01,2131.43,3565.38,R-072,False,none
C-007408,2023-12-01,113.93,747.04,R-192,False,none
C-007409,2023-12-01,331.05,37.45,R-026,False,none
C-007410,2023-12-01,55.27,863.55,R-147,False,none
C-007411,2023-12-01,229.13,271.64,R-070,False,none
C-007412,2023-12-01,347.03,789.03,R-002,True,fixed_shunt
C-007413,2023-12-01,33.54,1048.95,R-132,False,none
C-007414,2023-12-01,33.2,4757.19,R-087,False,none
C-007415,2023-12-01,333.16,1787.79,R-152,False,none
C-007416,2023-12-01,877.17,5422.57,R-087,False,none
C-007417,2023-12-01,75.54,442.35,R-042,False,none
C-007418,2023-12-01,713.21,870.05,R-027,False,none
C-007419,2023-12-01,68.37,176.23,R-040,False,none
C-007420,2023-12-01,166.21,1303.13,R-097,False,none
C-007421,2023-12-01,298.53,451.8,R-060,False,none
C-007422,2023-12-01,155.36,1878.61,R-026,False,none
C-007423,2023-12-01,171.52,2169.99,R-070,False,none
C-007424,2023-12-01,43.26,713.24,R-184,False,none
C-007425,2023-12-01,164.45,623.25,R-185,False,none
C-007426,2023-12-01,305.52,6021.77,R-080,False,none
C-007427,2023-12-01,2085.18,2817.81,R-115,False,none
C-007428,2023-12-01,34.05,1791.92,R-041,False,none
C-007429,2023-12-01,92.69,757.02,R-091,False,none
C-007430,2023-12-01,443.68,1471.21,R-133,False,none
C-007431,2023-12-01,293.72,1224.18,R-005,False,none
C-007432,2023-12-01,119.55,64.88,R-189,False,none
C-007433,2023-12-01,117.49,1192.98,R-199,False,none
C-007434,2023-12-01,120.58,2455.98,R-206,False,none
C-007435,2023-12-01,108.02,176.78,R-047,False,none
C-007436,2023-12-01,505.78,157.34,R-197,False,none
C-007437,2023-12-01,187.0,1999.09,R-026,True,slab_defender
C-007438,2023-12-01,121.58,1027.69,R-195,False,none
C-007439,2023-12-01,104.3,159.97,R-030,False,none
C-007440,2023-12-01,676.81,1564.88,R-077,False,none
C-007441,2023-12-01,238.6,1828.71,R-209,False,none
C-007442,2023-12-01,190.21,541.67,R-112,False,none
C-007443,2023-12-01,239.86,2144.44,R-048,False,none
C-007444,2023-12-01,183.32,1247.39,R-082,False,none
C-007445,2023-12-01,255.98,100.48,R-073,False,none
C-007446,2023-12-01,93.18,2239.15,R-203,False,none
C-007447,2023-12-01,127.81,246.84,R-091,False,none
C-007448,2023-12-01,130.83,638.53,R-021,False,none
C-007449,2023-12-01,115.34,1621.5,R-037,False,none
C-007450,2023-12-01,142.25,1954.76,R-122,False,none
C-007451,2023-12-01,115.95,225.01,R-004,False,none
C-007452,2023-12-01,14.41,1806.13,R-055,False,none
C-007453,2023-12-01,218.23,1411.97,R-133,False,none
C-007454,2023-12-01,55.32,2228.56,R-188,False,none
C-007455,2023-12-01,554.29,3339.75,R-022,False,none
C-007456,2023-12-01,197.49,1384.91,R-075,False,none
C-007457,2023-12-01,218.65,778.91,R-086,False,none
C-007458,2023-12-01,746.0,360.82,R-191,False,none
C-007459,2023-12-01,225.62,887.02,R-174,False,none
C-007460,2023-12-01,115.78,1087.42,R-205,False,none
C-007461,2023-12-01,237.64,9225.35,R-137,False,none
C-007462,2023-12-01,12.04,449.24,R-038,False,none
C-007463,2023-12-01,252.62,456.54,R-207,False,none
C-007464,2023-12-01,270.2,878.15,R-166,False,none
C-007465,2023-12-01,1672.79,1548.79,R-146,False,none
C-007466,2023-12-01,114.84,1873.71,R-077,False,none
C-007467,2023-12-01,62.34,724.75,R-175,False,none
C-007468,2023-12-01,221.81,3201.35,R-089,False,none
C-007469,2023-12-01,311.63,1556.4,R-072,True,kunda
C-007470,2023-12-01,92.54,3592.33,R-061,False,none
C-007471,2023-12-01,270.25,635.81,R-146,False,none
C-007472,2023-12-01,226.85,3987.53,R-136,False,none
C-007473,2023-12-01,160.52,2218.46,R-050,False,none
C-007474,2023-12-01,10.18,108.81,R-076,False,none
C-007475,2023-12-01,186.73,115.97,R-050,True,intermittent_hookup
C-007476,2023-12-01,184.55,32.9,R-163,False,none
C-007477,2023-12-01,217.63,557.68,R-076,False,none
C-007478,2023-12-01,128.87,4691.21,R-172,False,none
C-007479,2023-12-01,205.97,724.17,R-052,False,none
C-007480,2023-12-01,848.29,1358.12,R-087,False,none
C-007481,2023-12-01,194.32,1573.77,R-006,False,none
C-007482,2023-12-01,228.52,218.99,R-002,False,none
C-007483,2023-12-01,37.56,275.28,R-007,False,none
C-007484,2023-12-01,77.29,4372.99,R-015,False,none
C-007485,2023-12-01,309.09,709.92,R-205,False,none
C-007486,2023-12-01,66.21,1104.98,R-061,False,none
C-007487,2023-12-01,57.08,150.59,R-117,False,none
C-007488,2023-12-01,129.43,1381.25,R-210,False,none
C-007489,2023-12-01,150.89,748.09,R-108,False,none
C-007490,2023-12-01,229.85,4410.13,R-087,False,none
C-007491,2023-12-01,522.56,804.79,R-161,False,none
C-007492,2023-12-01,2400.95,2262.36,R-164,False,none
C-007493,2023-12-01,493.47,4518.95,R-023,False,none
C-007494,2023-12-01,55.74,4862.78,R-206,False,none
C-007495,2023-12-01,546.78,1124.23,R-028,False,none
C-007496,2023-12-01,75.6,2811.62,R-076,False,none
C-007497,2023-12-01,675.25,1941.84,R-210,False,none
C-007498,2023-12-01,269.1,777.01,R-124,True,kunda
C-007499,2023-12-01,48.56,999.24,R-126,False,none
C-007500,2023-12-01,142.12,1123.56,R-188,False,none
C-007501,2023-12-01,176.25,1210.7,R-099,False,none
C-007502,2023-12-01,5.86,61.56,R-136,False,none
C-007503,2023-12-01,75.31,164.46,R-121,False,none
C-007504,2023-12-01,122.37,2069.82,R-025,True,kunda
C-007505,2023-12-01,117.31,844.22,R-067,False,none
C-007506,2023-12-01,184.79,222.84,R-170,False,none
C-007507,2023-12-01,2879.47,2320.23,R-073,False,none
C-007508,2023-12-01,14.69,2617.11,R-199,False,none
C-007509,2023-12-01,303.52,715.36,R-212,False,none
C-007510,2023-12-01,66.66,163.5,R-170,False,none
C-007511,2023-12-01,262.75,679.12,R-001,False,none
C-007512,2023-12-01,185.3,148.52,R-166,False,none
C-007513,2023-12-01,169.26,3186.59,R-216,False,none
C-007514,2023-12-01,179.77,606.84,R-167,False,none
C-007515,2023-12-01,141.47,403.76,R-141,False,none
C-007516,2023-12-01,152.19,1226.27,R-135,False,none
C-007517,2023-12-01,312.44,469.98,R-109,False,none
C-007518,2023-12-01,85.83,1476.41,R-055,False,none
C-007519,2023-12-01,181.54,4258.46,R-106,False,none
C-007520,2023-12-01,208.6,961.58,R-201,False,none
C-007521,2023-12-01,196.86,3239.36,R-019,False,none
C-007522,2023-12-01,124.48,431.52,R-029,False,none
C-007523,2023-12-01,200.96,597.18,R-193,False,none
C-007524,2023-12-01,214.25,1959.8,R-183,False,none
C-007525,2023-12-01,291.72,1505.49,R-113,True,nighttime_ac
C-007526,2023-12-01,140.24,3741.5,R-080,False,none
C-007527,2023-12-01,203.58,76.55,R-025,False,none
C-007528,2023-12-01,44.96,3450.54,R-149,False,none
C-007529,2023-12-01,188.87,1736.19,R-119,False,none
C-007530,2023-12-01,68.13,1778.39,R-178,False,none
C-007531,2023-12-01,184.13,468.16,R-080,True,kunda
C-007532,2023-12-01,230.06,678.09,R-176,False,none
C-007533,2023-12-01,6.79,330.75,R-211,False,none
C-007534,2023-12-01,77.56,1729.47,R-036,False,none
C-007535,2023-12-01,139.61,3439.9,R-169,True,slab_defender
C-007536,2023-12-01,2048.43,1206.55,R-135,False,none
C-007537,2023-12-01,217.05,62.1,R-090,False,none
C-007538,2023-12-01,274.53,2674.38,R-048,False,none
C-007539,2023-12-01,218.47,433.24,R-035,False,none
C-007540,2023-12-01,43.75,1893.05,R-025,False,none
C-007541,2023-12-01,184.71,1954.52,R-059,True,slab_defender
C-007542,2023-12-01,72.05,313.92,R-113,False,none
C-007543,2023-12-01,71.51,566.68,R-119,False,none
C-007544,2023-12-01,1087.32,1815.97,R-218,False,none
C-007545,2023-12-01,130.15,531.45,R-164,True,gradual_slowdown
C-007546,2023-12-01,15.07,732.99,R-216,False,none
C-007547,2023-12-01,117.18,3895.5,R-166,False,none
C-007548,2023-12-01,254.38,1605.71,R-127,False,none
C-007549,2023-12-01,274.24,1193.82,R-180,False,none
C-007550,2023-12-01,55.23,1907.88,R-170,False,none
C-007551,2023-12-01,924.14,307.34,R-178,False,none
C-007552,2023-12-01,59.66,377.54,R-055,False,none
C-007553,2023-12-01,95.89,911.75,R-160,False,none
C-007554,2023-12-01,413.29,17.15,R-050,False,none
